tconst	primaryTitle	titleType	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	combined_features
tt0156944	Lal Vavto	movie	Lal Vavto	0	1929	\N	\N	\N	movie Lal Vavto Lal Vavto 0 1929 \N \N \N
tt0156945	The Return of the North Wind	movie	El regreso del viento del Norte	0	1993	\N	77	Animation	movie The Return of the North Wind El regreso del viento del Norte 0 1993 \N 77 Animation
tt0156948	Republic Day 1955	movie	Republic Day 1955	0	1955	\N	\N	Documentary	movie Republic Day 1955 Republic Day 1955 0 1955 \N \N Documentary
tt0156949	Republic Day Record	movie	Republic Day Record	0	1953	\N	\N	Documentary	movie Republic Day Record Republic Day Record 0 1953 \N \N Documentary
tt0156950	Reshmi Rumal	movie	Reshmi Rumal	0	1961	\N	\N	Romance	movie Reshmi Rumal Reshmi Rumal 0 1961 \N \N Romance
tt0156951	Retrato de mujer con hombre al fondo	movie	Retrato de mujer con hombre al fondo	0	1997	\N	96	Drama	movie Retrato de mujer con hombre al fondo Retrato de mujer con hombre al fondo 0 1997 \N 96 Drama
tt0156952	Rider of the Law	movie	Rider of the Law	0	1927	\N	\N	Western	movie Rider of the Law Rider of the Law 0 1927 \N \N Western
tt0156953	Riders of Vengeance	movie	Riders of Vengeance	0	1928	\N	50	Western	movie Riders of Vengeance Riders of Vengeance 0 1928 \N 50 Western
tt0156954	Ridin' Easy	movie	Ridin' Easy	0	1925	\N	\N	Western	movie Ridin' Easy Ridin' Easy 0 1925 \N \N Western
tt0156955	Ridin' Fool	movie	Ridin' Fool	0	1924	\N	\N	Western	movie Ridin' Fool Ridin' Fool 0 1924 \N \N Western
tt0156956	A Ridin' Gent	movie	A Ridin' Gent	0	1926	\N	\N	Western	movie A Ridin' Gent A Ridin' Gent 0 1926 \N \N Western
tt0156957	Ridin' Luck	movie	Ridin' Luck	0	1927	\N	50	Western	movie Ridin' Luck Ridin' Luck 0 1927 \N 50 Western
tt0156958	The Ridin' Streak	movie	The Ridin' Streak	0	1925	\N	50	Action,Romance,Western	movie The Ridin' Streak The Ridin' Streak 0 1925 \N 50 Action,Romance,Western
tt0156959	Ridin' Wild	movie	Ridin' Wild	0	1925	\N	60	Western	movie Ridin' Wild Ridin' Wild 0 1925 \N 60 Western
tt0156960	Riding for Life	movie	Riding for Life	0	1925	\N	60	Western	movie Riding for Life Riding for Life 0 1925 \N 60 Western
tt0156961	The Right to Strike	movie	The Right to Strike	0	1923	\N	\N	Drama	movie The Right to Strike The Right to Strike 0 1923 \N \N Drama
tt0156962	Rickshawala	movie	Rickshawala	0	1955	\N	\N	Drama	movie Rickshawala Rickshawala 0 1955 \N \N Drama
tt0156963	Riley of the Rainbow Division	movie	Riley of the Rainbow Division	0	1928	\N	\N	Comedy	movie Riley of the Rainbow Division Riley of the Rainbow Division 0 1928 \N \N Comedy
tt0156965	The Rip Snorter	movie	The Rip Snorter	0	1925	\N	\N	Western	movie The Rip Snorter The Rip Snorter 0 1925 \N \N Western
tt0156966	The Rip-Tide	movie	The Rip-Tide	0	1923	\N	\N	Adventure,Drama,Mystery	movie The Rip-Tide The Rip-Tide 0 1923 \N \N Adventure,Drama,Mystery
tt0156967	For Love or Money	movie	For Love or Money	0	1920	\N	\N	Drama	movie For Love or Money For Love or Money 0 1920 \N \N Drama
tt0156968	The Road to Broadway	movie	The Road to Broadway	0	1926	\N	\N	Comedy	movie The Road to Broadway The Road to Broadway 0 1926 \N \N Comedy
tt0156969	Roarin' Broncs	movie	Roarin' Broncs	0	1927	\N	50	Western	movie Roarin' Broncs Roarin' Broncs 0 1927 \N 50 Western
tt0156970	Roaring Bill Atwood	movie	Roaring Bill Atwood	0	1926	\N	\N	Western	movie Roaring Bill Atwood Roaring Bill Atwood 0 1926 \N \N Western
tt0156973	Rocket Girl	movie	Rocket Girl	0	1962	\N	\N	Drama,Fantasy,Sci-Fi	movie Rocket Girl Rocket Girl 0 1962 \N \N Drama,Fantasy,Sci-Fi
tt0156974	Rocío y José	movie	Rocío y José	0	1983	\N	85	Romance	movie Rocío y José Rocío y José 0 1983 \N 85 Romance
tt0156977	Rosaire et la Petite-Nation	movie	Rosaire et la Petite-Nation	0	1997	\N	107	Documentary	movie Rosaire et la Petite-Nation Rosaire et la Petite-Nation 0 1997 \N 107 Documentary
tt0156978	Roshni	movie	Roshni	0	1988	\N	\N	Documentary	movie Roshni Roshni 0 1988 \N \N Documentary
tt0156981	Sa-Re-Ga-Ma-Pa	movie	Sa-Re-Ga-Ma-Pa	0	1972	\N	\N	Comedy,Family,Musical	movie Sa-Re-Ga-Ma-Pa Sa-Re-Ga-Ma-Pa 0 1972 \N \N Comedy,Family,Musical
tt0156982	Saathi	movie	Saathi	0	1991	\N	175	Action,Crime,Drama	movie Saathi Saathi 0 1991 \N 175 Action,Crime,Drama
tt0156983	Saturday	movie	Sábado	0	1995	\N	85	Comedy	movie Saturday Sábado 0 1995 \N 85 Comedy
tt0156985	Sadak	movie	Sadak	0	1991	\N	134	Action,Crime,Drama	movie Sadak Sadak 0 1991 \N 134 Action,Crime,Drama
tt0156986	Sadhi Manse	movie	Sadhi Manse	0	1965	\N	134	Drama	movie Sadhi Manse Sadhi Manse 0 1965 \N 134 Drama
tt0156987	The Holy Island	movie	Sagar Sangamey	0	1959	\N	90	Drama	movie The Holy Island Sagar Sangamey 0 1959 \N 90 Drama
tt0156988	Sahodar	movie	Sahodar	0	1950	\N	\N	Drama	movie Sahodar Sahodar 0 1950 \N \N Drama
tt0156989	Sahodari	movie	Sahodari	0	1959	\N	175	\N	movie Sahodari Sahodari 0 1959 \N 175 \N
tt0156991	Saire Paristan	movie	Saire Paristan	0	1934	\N	\N	\N	movie Saire Paristan Saire Paristan 0 1934 \N \N \N
tt0156993	Samaanta	movie	Samaanta	0	1972	\N	\N	\N	movie Samaanta Samaanta 0 1972 \N \N \N
tt0156994	Samaj Ko Badal Dalo	movie	Samaj Ko Badal Dalo	0	1947	\N	133	\N	movie Samaj Ko Badal Dalo Samaj Ko Badal Dalo 0 1947 \N 133 \N
tt0156995	Samrat Prithviraj Chauhan	movie	Samrat Prithviraj Chauhan	0	1959	\N	145	Adventure,History,Thriller	movie Samrat Prithviraj Chauhan Samrat Prithviraj Chauhan 0 1959 \N 145 Adventure,History,Thriller
tt0156996	Samrat Shiladitya	movie	Samrat Shiladitya	0	1926	\N	\N	History	movie Samrat Shiladitya Samrat Shiladitya 0 1926 \N \N History
tt0156997	Samson	movie	Samson	0	1964	\N	138	Action,Adventure	movie Samson Samson 0 1964 \N 138 Action,Adventure
tt0156998	Downtown Torpedoes	movie	San tau dip ying	0	1997	\N	103	Action,Crime,Thriller	movie Downtown Torpedoes San tau dip ying 0 1997 \N 103 Action,Crime,Thriller
tt0156999	Saanch Ko Aanch Nahin	movie	Saanch Ko Aanch Nahin	0	1979	\N	138	Drama,Family	movie Saanch Ko Aanch Nahin Saanch Ko Aanch Nahin 0 1979 \N 138 Drama,Family
tt0157000	Sanctuary	movie	Sanctuary	0	1998	\N	104	Action,Thriller	movie Sanctuary Sanctuary 0 1998 \N 104 Action,Thriller
tt0157001	Sangat	movie	Sangat	0	1976	\N	\N	Drama,Romance	movie Sangat Sangat 0 1976 \N \N Drama,Romance
tt0157002	Sapurey	movie	Sapurey	0	1939	\N	123	Drama	movie Sapurey Sapurey 0 1939 \N 123 Drama
tt0157003	Saatwan Aasman	movie	Saatwan Aasman	0	1992	\N	130	Drama	movie Saatwan Aasman Saatwan Aasman 0 1992 \N 130 Drama
tt0157005	Science India	movie	Science India	0	1986	\N	\N	Documentary	movie Science India Science India 0 1986 \N \N Documentary
tt0157007	After Image	movie	After Image	0	2001	\N	92	Drama,Thriller	movie After Image After Image 0 2001 \N 92 Drama,Thriller
tt0157008	Seeta	movie	Seeta	0	1934	\N	96	\N	movie Seeta Seeta 0 1934 \N 96 \N
tt0157009	Sein schwierigster Fall	movie	Sein schwierigster Fall	0	1915	\N	74	Action,Crime	movie Sein schwierigster Fall Sein schwierigster Fall 0 1915 \N 74 Action,Crime
tt0157010	Selima	movie	Selima	0	1935	\N	\N	\N	movie Selima Selima 0 1935 \N \N \N
tt0157011	Senthamarai	movie	Senthamarai	0	1962	\N	\N	\N	movie Senthamarai Senthamarai 0 1962 \N \N \N
tt0157012	Sesh Parba	movie	Sesh Parba	0	1972	\N	126	Drama	movie Sesh Parba Sesh Parba 0 1972 \N 126 Drama
tt0157013	Sesher Kabita	movie	Sesher Kabita	0	1953	\N	\N	Drama	movie Sesher Kabita Sesher Kabita 0 1953 \N \N Drama
tt0157014	Seth Sagalsha	movie	Seth Sagalsha	0	1925	\N	\N	\N	movie Seth Sagalsha Seth Sagalsha 0 1925 \N \N \N
tt0157015	Setu	movie	Setu	0	1987	\N	\N	Documentary	movie Setu Setu 0 1987 \N \N Documentary
tt0157016	I Stand Alone	movie	Seul contre tous	0	1998	\N	93	Crime,Drama,Thriller	movie I Stand Alone Seul contre tous 0 1998 \N 93 Crime,Drama,Thriller
tt0157018	Sex, Lies, and Videotape: Cumming to Ibiza 2	movie	Sex, Lies, and Videotape: Cumming to Ibiza 2	1	1995	\N	95	Adult	movie Sex, Lies, and Videotape: Cumming to Ibiza 2 Sex, Lies, and Videotape: Cumming to Ibiza 2 1 1995 \N 95 Adult
tt0157019	Shadi Ki Raat	movie	Shadi Ki Raat	0	1935	\N	\N	Horror	movie Shadi Ki Raat Shadi Ki Raat 0 1935 \N \N Horror
tt0157020	Shadi Shadi	movie	Shadi Shadi	0	1982	\N	\N	Animation	movie Shadi Shadi Shadi Shadi 0 1982 \N \N Animation
tt0157021	Shadows of the Dead	movie	Shadows of the Dead	0	1931	\N	\N	Drama	movie Shadows of the Dead Shadows of the Dead 0 1931 \N \N Drama
tt0157022	Shahe Jungle	movie	Shahe Jungle	0	1926	\N	\N	\N	movie Shahe Jungle Shahe Jungle 0 1926 \N \N \N
tt0157023	Shakuntala	movie	Shakuntala	0	1931	\N	\N	\N	movie Shakuntala Shakuntala 0 1931 \N \N \N
tt0157025	Shankar Khan	movie	Shankar Khan	0	1966	\N	140	Action,Drama,Sport	movie Shankar Khan Shankar Khan 0 1966 \N 140 Action,Drama,Sport
tt0157027	Sher-e-Jungle	movie	Sher-e-Jungle	0	1937	\N	157	\N	movie Sher-e-Jungle Sher-e-Jungle 0 1937 \N 157 \N
tt0157029	Shiva Ramoshi	movie	Shiva Ramoshi	0	1951	\N	\N	\N	movie Shiva Ramoshi Shiva Ramoshi 0 1951 \N \N \N
tt0157030	The Shoe	movie	Kurpe	0	1998	\N	83	Comedy,Drama	movie The Shoe Kurpe 0 1998 \N 83 Comedy,Drama
tt0157033	Shaukeen	movie	Shaukeen	0	1949	\N	\N	\N	movie Shaukeen Shaukeen 0 1949 \N \N \N
tt0157036	Shri Ramanuja	movie	Shri Ramanuja	0	1943	\N	\N	\N	movie Shri Ramanuja Shri Ramanuja 0 1943 \N \N \N
tt0157037	Shri Chaitanya Mahaprabhu	movie	Shri Chaitanya Mahaprabhu	0	1954	\N	\N	Biography	movie Shri Chaitanya Mahaprabhu Shri Chaitanya Mahaprabhu 0 1954 \N \N Biography
tt0157038	Shri Krishna Nardi	movie	Shri Krishna Nardi	0	1927	\N	\N	\N	movie Shri Krishna Nardi Shri Krishna Nardi 0 1927 \N \N \N
tt0157039	Sila Nerangalil Sila Manithargal	movie	Sila Nerangalil Sila Manithargal	0	1975	\N	130	Drama	movie Sila Nerangalil Sila Manithargal Sila Nerangalil Sila Manithargal 0 1975 \N 130 Drama
tt0157041	Sinbad Jahazi	movie	Sinbad Jahazi	0	1952	\N	\N	Adventure	movie Sinbad Jahazi Sinbad Jahazi 0 1952 \N \N Adventure
tt0157043	Sinyor	movie	Sinyor	0	1991	\N	\N	\N	movie Sinyor Sinyor 0 1991 \N \N \N
tt0157044	Sitcom	movie	Sitcom	0	1998	\N	85	Comedy,Drama,Romance	movie Sitcom Sitcom 0 1998 \N 85 Comedy,Drama,Romance
tt0157048	A Small Family	movie	A Small Family	0	1976	\N	\N	Documentary	movie A Small Family A Small Family 0 1976 \N \N Documentary
tt0157049	Sohni Mahiwal	movie	Sohni Mahiwal	0	1928	\N	\N	\N	movie Sohni Mahiwal Sohni Mahiwal 0 1928 \N \N \N
tt0157050	Solar Energy	movie	Solar Energy	0	1986	\N	\N	Documentary	movie Solar Energy Solar Energy 0 1986 \N \N Documentary
tt0157053	Some Prefer Cake	movie	Some Prefer Cake	0	1997	\N	94	Comedy,Drama,Romance	movie Some Prefer Cake Some Prefer Cake 0 1997 \N 94 Comedy,Drama,Romance
tt0157054	Son of Sinbad	movie	Son of Sinbad	0	1958	\N	\N	Adventure	movie Son of Sinbad Son of Sinbad 0 1958 \N \N Adventure
tt0157055	Sonar Kathi	movie	Sonar Kathi	0	1958	\N	\N	\N	movie Sonar Kathi Sonar Kathi 0 1958 \N \N \N
tt0157056	Sonar Sansar	movie	Sonar Sansar	0	1936	\N	156	Drama	movie Sonar Sansar Sonar Sansar 0 1936 \N 156 Drama
tt0157057	Soneri Toli	movie	Soneri Toli	0	1928	\N	\N	\N	movie Soneri Toli Soneri Toli 0 1928 \N \N \N
tt0157059	Die Spur	movie	Die Spur	0	1998	\N	\N	\N	movie Die Spur Die Spur 0 1998 \N \N \N
tt0157060	Sree Tulsidas	movie	Sree Tulsidas	0	1950	\N	\N	\N	movie Sree Tulsidas Sree Tulsidas 0 1950 \N \N \N
tt0157061	Sir Sankarnath	movie	Sir Sankarnath	0	1948	\N	\N	Drama	movie Sir Sankarnath Sir Sankarnath 0 1948 \N \N Drama
tt0157062	The Room Next Door	movie	La stanza accanto	0	1994	\N	94	Horror,Mystery,Thriller	movie The Room Next Door La stanza accanto 0 1994 \N 94 Horror,Mystery,Thriller
tt0157064	State Express	movie	State Express	0	1938	\N	171	\N	movie State Express State Express 0 1938 \N 171 \N
tt0157071	Sub Ka Saathi	movie	Sub Ka Saathi	0	1972	\N	\N	Drama,Family	movie Sub Ka Saathi Sub Ka Saathi 0 1972 \N \N Drama,Family
tt0157072	Shubba Drishti	movie	Shubba Drishti	0	1962	\N	\N	Drama	movie Shubba Drishti Shubba Drishti 0 1962 \N \N Drama
tt0157073	Subhajatra	movie	Subhajatra	0	1954	\N	\N	Drama	movie Subhajatra Subhajatra 0 1954 \N \N Drama
tt0157074	Subhalagna	movie	Subhalagna	0	1956	\N	132	\N	movie Subhalagna Subhalagna 0 1956 \N 132 \N
tt0157075	The Suburbans	movie	The Suburbans	0	1999	\N	81	Comedy,Drama	movie The Suburbans The Suburbans 0 1999 \N 81 Comedy,Drama
tt0157078	Surer Parashey	movie	Surer Parashey	0	1957	\N	\N	Drama	movie Surer Parashey Surer Parashey 0 1957 \N \N Drama
tt0157079	The Survivor	movie	The Survivor	0	1998	\N	88	Action,Sci-Fi,Thriller	movie The Survivor The Survivor 0 1998 \N 88 Action,Sci-Fi,Thriller
tt0157081	Swarg Se Sundar Desh Hamara	movie	Swarg Se Sundar Desh Hamara	0	1945	\N	\N	\N	movie Swarg Se Sundar Desh Hamara Swarg Se Sundar Desh Hamara 0 1945 \N \N \N
tt0157082	Swayam	movie	Swayam	0	1991	\N	\N	Drama	movie Swayam Swayam 0 1991 \N \N Drama
tt0157083	Swedish Erotica 54	movie	Swedish Erotica 54	1	1984	\N	\N	Adult	movie Swedish Erotica 54 Swedish Erotica 54 1 1984 \N \N Adult
tt0157087	Swedish Erotica 65	movie	Swedish Erotica 65	1	1985	\N	\N	Adult	movie Swedish Erotica 65 Swedish Erotica 65 1 1985 \N \N Adult
tt0157088	Swedish Erotica 66	movie	Swedish Erotica 66	1	1985	\N	\N	Adult	movie Swedish Erotica 66 Swedish Erotica 66 1 1985 \N \N Adult
tt0157091	Die Sünde der Helga Arndt	movie	Die Sünde der Helga Arndt	0	1916	\N	\N	Drama	movie Die Sünde der Helga Arndt Die Sünde der Helga Arndt 0 1916 \N \N Drama
tt0157093	Tai Teleen	movie	Tai Teleen	0	1953	\N	\N	\N	movie Tai Teleen Tai Teleen 0 1953 \N \N \N
tt0157094	Taking Our Bodies Back	movie	Taking Our Bodies Back	0	1974	\N	\N	Documentary	movie Taking Our Bodies Back Taking Our Bodies Back 0 1974 \N \N Documentary
tt0157099	Tayozhnaya povest	movie	Tayozhnaya povest	0	1979	\N	\N	Drama,Romance	movie Tayozhnaya povest Tayozhnaya povest 0 1979 \N \N Drama,Romance
tt0157100	Teen Ustad	movie	Teen Ustad	0	1961	\N	\N	Action,Adventure,Crime	movie Teen Ustad Teen Ustad 0 1961 \N \N Action,Adventure,Crime
tt0157101	Telephone Girl	movie	Telephone Girl	0	1926	\N	\N	\N	movie Telephone Girl Telephone Girl 0 1926 \N \N \N
tt0157102	Tender Flesh	movie	Tender Flesh	0	1997	\N	93	Comedy,Horror	movie Tender Flesh Tender Flesh 0 1997 \N 93 Comedy,Horror
tt0157103	Textiles	movie	Textiles	0	1956	\N	\N	Documentary	movie Textiles Textiles 0 1956 \N \N Documentary
tt0157105	That's Action	movie	That's Action	0	1977	\N	78	Documentary	movie That's Action That's Action 0 1977 \N 78 Documentary
tt0157107	There Is Another Way	movie	There Is Another Way	0	1976	\N	\N	Documentary	movie There Is Another Way There Is Another Way 0 1976 \N \N Documentary
tt0157108	These Thirty Years	movie	These Thirty Years	0	1934	\N	60	Drama	movie These Thirty Years These Thirty Years 0 1934 \N 60 Drama
tt0157109	Thirumanam	movie	Thirumanam	0	1958	\N	\N	\N	movie Thirumanam Thirumanam 0 1958 \N \N \N
tt0157112	A Tiny Thing Brings Death	movie	A Tiny Thing Brings Death	0	1949	\N	\N	Documentary	movie A Tiny Thing Brings Death A Tiny Thing Brings Death 0 1949 \N \N Documentary
tt0157113	Tiny Tim in Concert	movie	Tiny Tim in Concert	0	1979	\N	\N	Documentary,Music	movie Tiny Tim in Concert Tiny Tim in Concert 0 1979 \N \N Documentary,Music
tt0157114	To Be a Lady	movie	To Be a Lady	0	1934	\N	68	Drama	movie To Be a Lady To Be a Lady 0 1934 \N 68 Drama
tt0157115	To Woody Allen from Europe with Love	movie	To Woody Allen from Europe with Love	0	1980	\N	90	Documentary	movie To Woody Allen from Europe with Love To Woody Allen from Europe with Love 0 1980 \N 90 Documentary
tt0157117	Tokyo Eyes	movie	Tokyo Eyes	0	1998	\N	97	Comedy,Thriller	movie Tokyo Eyes Tokyo Eyes 0 1998 \N 97 Comedy,Thriller
tt0157118	Toote Khilone	movie	Toote Khilone	0	1954	\N	\N	\N	movie Toote Khilone Toote Khilone 0 1954 \N \N \N
tt0157122	Faithless	movie	Trolösa	0	2000	\N	142	Drama,Romance	movie Faithless Trolösa 0 2000 \N 142 Drama,Romance
tt0157123	Trust Your Wife	movie	Trust Your Wife	0	1927	\N	\N	\N	movie Trust Your Wife Trust Your Wife 0 1927 \N \N \N
tt0157124	Killer	movie	Tueur à gages	0	1998	\N	80	Action,Crime,Drama	movie Killer Tueur à gages 0 1998 \N 80 Action,Crime,Drama
tt0157125	Tulsidas	movie	Tulsidas	0	1954	\N	\N	Drama,History,Romance	movie Tulsidas Tulsidas 0 1954 \N \N Drama,History,Romance
tt0157126	Tum Laut Aao	movie	Tum Laut Aao	0	1983	\N	\N	Drama	movie Tum Laut Aao Tum Laut Aao 0 1983 \N \N Drama
tt0157127	Tumhara Kalloo	movie	Tumhara Kalloo	0	1975	\N	\N	Drama,Romance	movie Tumhara Kalloo Tumhara Kalloo 0 1975 \N \N Drama,Romance
tt0157128	Tumhare Bina	movie	Tumhare Bina	0	1982	\N	139	Drama,Family	movie Tumhare Bina Tumhare Bina 0 1982 \N 139 Drama,Family
tt0157129	Tut mir leid wegen gestern	movie	Tut mir leid wegen gestern	0	1997	\N	87	Drama	movie Tut mir leid wegen gestern Tut mir leid wegen gestern 0 1997 \N 87 Drama
tt0157130	US Vice President Humphrey Visits India	movie	US Vice President Humphrey Visits India	0	1966	\N	\N	Documentary	movie US Vice President Humphrey Visits India US Vice President Humphrey Visits India 0 1966 \N \N Documentary
tt0157132	Ujala	movie	Ujala	0	1959	\N	109	Crime,Drama,Romance	movie Ujala Ujala 0 1959 \N 109 Crime,Drama,Romance
tt0157133	Umeed	movie	Umeed	0	1962	\N	\N	Drama	movie Umeed Umeed 0 1962 \N \N Drama
tt0157134	One Evening After the War	movie	Un soir après la guerre	0	1998	\N	108	Drama,War	movie One Evening After the War Un soir après la guerre 0 1998 \N 108 Drama,War
tt0157136	Une enfance à Natashquan	movie	Une enfance à Natashquan	0	1992	\N	\N	\N	movie Une enfance à Natashquan Une enfance à Natashquan 0 1992 \N \N \N
tt0157137	Une enfant dans la tourmente	movie	Une enfant dans la tourmente	0	1952	\N	93	Drama	movie Une enfant dans la tourmente Une enfant dans la tourmente 0 1952 \N 93 Drama
tt0157139	Unseen Forces	movie	Unseen Forces	0	1920	\N	65	Drama	movie Unseen Forces Unseen Forces 0 1920 \N 65 Drama
tt0157141	Uski Kahani	movie	Uski Kahani	0	1966	\N	\N	Drama	movie Uski Kahani Uski Kahani 0 1966 \N \N Drama
tt0157142	Ustad	movie	Ustad	0	1957	\N	\N	Action,Crime	movie Ustad Ustad 0 1957 \N \N Action,Crime
tt0157144	Vale of Kashmir	movie	Vale of Kashmir	0	1949	\N	\N	Documentary	movie Vale of Kashmir Vale of Kashmir 0 1949 \N \N Documentary
tt0157145	Vamsajyothi	movie	Vamsajyothi	0	1978	\N	\N	\N	movie Vamsajyothi Vamsajyothi 0 1978 \N \N \N
tt0157147	Vanthel Veshya	movie	Vanthel Veshya	0	1926	\N	\N	\N	movie Vanthel Veshya Vanthel Veshya 0 1926 \N \N \N
tt0157149	Vasantsena	movie	Vasantsena	0	1930	\N	\N	\N	movie Vasantsena Vasantsena 0 1930 \N \N \N
tt0157150	Veer Babruwahan	movie	Veer Babruwahan	0	1950	\N	\N	\N	movie Veer Babruwahan Veer Babruwahan 0 1950 \N \N \N
tt0157151	Veer Bala	movie	Veer Bala	0	1925	\N	\N	\N	movie Veer Bala Veer Bala 0 1925 \N \N \N
tt0157152	Veer Kunal	movie	Veer Kunal	0	1932	\N	\N	\N	movie Veer Kunal Veer Kunal 0 1932 \N \N \N
tt0157154	The Rose Seller	movie	La vendedora de rosas	0	1998	\N	116	Drama	movie The Rose Seller La vendedora de rosas 0 1998 \N 116 Drama
tt0157158	Verzió	movie	Verzió	0	1979	\N	51	\N	movie Verzió Verzió 0 1979 \N 51 \N
tt0157160	Life on Earth	movie	La vie sur terre	0	1998	\N	61	Comedy,Drama	movie Life on Earth La vie sur terre 0 1998 \N 61 Comedy,Drama
tt0157161	Vikram Urvashi	movie	Vikram Urvashi	0	1954	\N	\N	\N	movie Vikram Urvashi Vikram Urvashi 0 1954 \N \N \N
tt0157162	Vikramaditya	movie	Vikramaditya	0	1945	\N	\N	\N	movie Vikramaditya Vikramaditya 0 1945 \N \N \N
tt0157163	A Village in Travancore	movie	A Village in Travancore	0	1956	\N	\N	Documentary	movie A Village in Travancore A Village in Travancore 0 1956 \N \N Documentary
tt0157165	Vishwasghaat	movie	Vishwasghaat	0	1977	\N	119	Action,Crime,Drama	movie Vishwasghaat Vishwasghaat 0 1977 \N 119 Action,Crime,Drama
tt0157168	Wapas	movie	Wapas	0	1969	\N	\N	Drama,Family	movie Wapas Wapas 0 1969 \N \N Drama,Family
tt0157170	Waris	movie	Waris	0	1954	\N	122	Drama,Family	movie Waris Waris 0 1954 \N 122 Drama,Family
tt0157172	Warm Gun	movie	Warm Gun	0	1996	\N	\N	\N	movie Warm Gun Warm Gun 0 1996 \N \N \N
tt0157173	The Warning Signal	movie	The Warning Signal	0	1980	\N	\N	Documentary	movie The Warning Signal The Warning Signal 0 1980 \N \N Documentary
tt0157175	Watan	movie	Watan	0	1954	\N	\N	Drama	movie Watan Watan 0 1954 \N \N Drama
tt0157177	Water	movie	Water	0	1968	\N	\N	Documentary	movie Water Water 0 1968 \N \N Documentary
tt0157178	The Way Women Love	movie	The Way Women Love	0	1920	\N	\N	Mystery	movie The Way Women Love The Way Women Love 0 1920 \N \N Mystery
tt0157179	We're Funny That Way	movie	We're Funny That Way	0	1998	\N	86	Comedy,Documentary	movie We're Funny That Way We're Funny That Way 0 1998 \N 86 Comedy,Documentary
tt0157180	The Weavers	movie	The Weavers	0	1965	\N	\N	Documentary	movie The Weavers The Weavers 0 1965 \N \N Documentary
tt0157181	The Weekend	movie	The Weekend	0	1932	\N	\N	\N	movie The Weekend The Weekend 0 1932 \N \N \N
tt0157182	Went to Coney Island on a Mission from God... Be Back by Five	movie	Went to Coney Island on a Mission from God... Be Back by Five	0	1998	\N	94	Drama	movie Went to Coney Island on a Mission from God... Be Back by Five Went to Coney Island on a Mission from God... Be Back by Five 0 1998 \N 94 Drama
tt0157183	West Beirut	movie	West Beyrouth (À l'abri les enfants)	0	1998	\N	105	Comedy,Drama,Romance	movie West Beirut West Beyrouth (À l'abri les enfants) 0 1998 \N 105 Comedy,Drama,Romance
tt0157186	White Magic	movie	White Magic	0	1949	\N	\N	Documentary	movie White Magic White Magic 0 1949 \N \N Documentary
tt0157188	Wildcat of Bombay	movie	Wildcat of Bombay	0	1927	\N	\N	\N	movie Wildcat of Bombay Wildcat of Bombay 0 1927 \N \N \N
tt0157191	One Last Dance	movie	One Last Dance	0	2003	\N	101	Drama,Romance	movie One Last Dance One Last Dance 0 2003 \N 101 Drama,Romance
tt0157192	Woh Din Aayega	movie	Woh Din Aayega	0	1987	\N	122	\N	movie Woh Din Aayega Woh Din Aayega 0 1987 \N 122 \N
tt0157194	Women of India	movie	Women of India	0	1975	\N	\N	Documentary	movie Women of India Women of India 0 1975 \N \N Documentary
tt0157195	Women: A True Story	movie	Women: A True Story	0	1995	\N	\N	\N	movie Women: A True Story Women: A True Story 0 1995 \N \N \N
tt0157197	The Worm Eaters	movie	The Worm Eaters	0	1977	\N	90	Comedy,Horror	movie The Worm Eaters The Worm Eaters 0 1977 \N 90 Comedy,Horror
tt0157198	Wrestling	movie	Wrestling	0	1936	\N	\N	Documentary	movie Wrestling Wrestling 0 1936 \N \N Documentary
tt0157199	Yaarron Ka Yaar	movie	Yaarron Ka Yaar	0	1977	\N	150	Action	movie Yaarron Ka Yaar Yaarron Ka Yaar 0 1977 \N 150 Action
tt0157200	Yangrilla	movie	Yangrilla	0	1938	\N	\N	\N	movie Yangrilla Yangrilla 0 1938 \N \N \N
tt0157201	Yerma	movie	Yerma	0	1998	\N	118	Drama	movie Yerma Yerma 0 1998 \N 118 Drama
tt0157202	Yup Yup Man	movie	Yup Yup Man	0	2000	\N	90	Action,Crime,Drama	movie Yup Yup Man Yup Yup Man 0 2000 \N 90 Action,Crime,Drama
tt0157203	Zambo Ka Beti	movie	Zambo Ka Beti	0	1939	\N	\N	Adventure	movie Zambo Ka Beti Zambo Ka Beti 0 1939 \N \N Adventure
tt0157207	Zimbo Comes to Town	movie	Zimbo Shaher Mein	0	1960	\N	136	Drama	movie Zimbo Comes to Town Zimbo Shaher Mein 0 1960 \N 136 Drama
tt0157208	The School of Flesh	movie	L'école de la chair	0	1998	\N	110	Drama,Mystery,Romance	movie The School of Flesh L'école de la chair 0 1998 \N 110 Drama,Mystery,Romance
tt0157209	School for Coquettes	movie	L'école des cocottes	0	1935	\N	105	Comedy	movie School for Coquettes L'école des cocottes 0 1935 \N 105 Comedy
tt0157210	School for Coquettes	movie	L'école des cocottes	0	1958	\N	100	Comedy	movie School for Coquettes L'école des cocottes 0 1958 \N 100 Comedy
tt0157233	Life Flight: The Movie	movie	Life Flight: The Movie	0	1987	\N	87	\N	movie Life Flight: The Movie Life Flight: The Movie 0 1987 \N 87 \N
